season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2019,4,ATL,REG,TEN,35,53,397,0,0,5,-33,5,1,468,174,17,-4.73463474223719,-0.300011515617371,0,17,58,1,17,0,5,-5.19892816193169,0,35,50,397,0,35,0,468,174,17,12.5159735641541,0,0,26,1,51,6,11,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,50,5,1,2,2,42,1,2,1,0,42,0.5,0,0,0,1,0,0,0,0,1,0,0,0,42,32,,42,32,0,1,1,0,0,1,0,0,0,0,0
2019,4,BAL,REG,CLE,24,34,247,3,2,4,-25,4,0,268,110,12,-1.75517500425086,5.74041975267006,0,29,173,0,29,1,12,2.38341929779574,1,24,33,247,3,24,0,268,110,12,4.19182712491273,0,0,39,4,16,4,11,0,1,5,1,1,3,7,0,0,0,0,1,2,0,0,0,3,15,3,1,14,5,101,1,1,0,0,41,1,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,2,2,0,0,1,0,0,0,0,0
2019,4,BUF,REG,NE,22,44,280,0,4,5,-40,5,0,509,111,13,-19.7151734246615,-8.35702288441542,0,22,135,1,22,0,6,0.829735450679436,0,22,41,280,0,22,0,509,111,13,-10.7920183370588,0,0,29,13,15,2,4,1,0,0,4,1,0,5,0,0,0,0,2,2,0,0,0,8,76,6,6,48,2,71,1,2,1,0,46,0.5,0,0,0,1,0,0,0,0,0,1,0,0,46,49,,46,49,0,1,1,0,0,1,0,0,0,0,0
2019,4,CAR,REG,HOU,24,34,232,0,0,3,-29,3,3,278,142,15,-7.51519248513455,4.6443934693481,0,28,94,1,28,0,3,-5.96036754249537,0,24,33,232,0,24,0,278,142,15,11.9222442174685,0,0,37,2,24,5,24,1,6,32,10,1,37,4,0,0,0,0,0,0,1,1,0,6,35,5,1,0,2,48,3,3,0,0,55,1,0,1,0,1,1,0,0,0,0,0,0,0,48;55;26,,,129,0,0,1,1,0,0,1,0,0,0,0,0
2019,4,CHI,REG,MIN,24,33,204,1,0,1,-7,0,0,205,45,11,6.91621697049625,3.52585008650115,0,33,72,0,0,0,4,-11.2384535364248,0,24,33,204,1,0,0,205,45,11,8.35583658570461,0,0,46,0,12,5,44,3,6,51,6,0,0,2,0,0,0,0,0,0,2,2,0,7,50,5,1,16,0,0,3,3,0,0,38,1,0,1,2,0,0,0,0,0,0,0,0,0,25;38;30,,,93,0,0,1,1,0,0,1,0,0,0,0,0
2019,4,CIN,REG,PIT,21,37,171,0,1,8,-69,8,1,205,80,9,-26.1784448902382,-10.2341757052475,0,19,73,0,19,0,5,1.11787405854557,0,21,36,171,0,21,0,205,80,9,-8.87211641170696,0,0,32,10,22,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,60,3,0,0,2,44,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,0,0,0,0,,0,0,0,0,0
2019,4,CLE,REG,BAL,20,31,342,1,1,1,-5,0,0,225,249,12,14.4364945436544,-2.36802524135959,0,29,193,4,0,0,8,9.22504645565641,0,20,31,342,1,0,0,225,249,12,16.5711420806772,0,0,48,4,20,6,33,1,4,25,6,2,0,3,0,0,0,0,0,0,1,1,0,6,41,3,0,0,3,43,2,2,0,0,43,1,0,1,0,1,0,0,0,0,0,0,0,0,24;43,,,67,0,0,4,4,0,0,1,0,0,0,0,0
2019,4,DAL,REG,NO,22,33,223,0,1,1,-11,1,0,316,51,8,2.05404586176239,5.55915246407191,0,20,45,1,20,1,4,-5.95461472973693,0,22,30,223,0,22,1,316,51,8,-1.01376880891537,0,0,50,1,17,7,47,0,5,44,6,1,0,3,0,0,0,0,0,0,0,0,0,6,64,4,2,14,0,0,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,1,1,0,0,1,0,0,0,0,0
2019,4,DEN,REG,JAX,22,38,303,3,1,0,0,0,0,321,168,15,4.68122519414682,-2.44228039469038,0,16,68,0,16,0,3,-2.38224379770691,0,22,35,303,3,22,0,321,168,15,8.54568290793613,0,0,49,0,28,5,27,1,5,27,12,0,0,3,0,1,0,0,1,1,0,0,0,5,48,3,2,10,3,69,1,1,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,33,,,33,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,DET,REG,KC,21,34,291,3,0,4,-30,4,1,407,118,17,4.87811220980092,0.754722487181425,0,35,186,0,35,1,8,-11.9528395862435,0,21,32,291,3,21,0,407,118,17,17.7768129518372,0,0,50,3,7,2,3,4,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,8,48,4,1,-1,2,29,3,3,0,0,53,1,0,1,0,1,1,0,0,0,0,0,0,0,25;48;53,,,126,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,GB,REG,PHI,34,53,422,2,1,1,-8,1,1,371,214,19,13.148053970032,4.23766380670119,0,20,77,1,20,0,4,-0.811070157797076,0,34,49,422,2,34,0,371,214,19,20.4722295341385,0,0,34,0,24,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,50,4,1,0,2,45,2,2,0,0,31,1,0,0,2,0,0,0,0,0,0,0,0,0,30;31,,,61,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,HOU,REG,CAR,21,34,160,0,1,6,-32,6,1,314,95,7,-23.322572889797,-5.1150812767446,0,22,136,1,22,0,8,5.2437444470792,0,21,32,160,0,21,0,314,95,7,-11.747560408142,0,0,40,6,30,3,11,3,3,29,5,0,0,5,0,0,0,0,0,0,3,3,0,7,81,4,1,18,0,0,1,2,1,0,37,0.5,0,0,1,0,0,0,0,0,0,0,1,0,37,52,,37,52,0,1,1,0,0,1,0,0,0,0,0
2019,4,IND,REG,LV,24,46,265,3,1,0,0,0,0,484,121,14,1.61711893237607,-13.3410751171734,0,23,81,0,23,0,4,-1.70770847040694,0,24,46,265,3,24,1,484,121,14,-1.47487574325696,0,0,44,8,12,4,8,0,1,0,1,0,0,3,0,1,0,0,1,1,1,1,0,5,35,2,3,35,1,18,1,2,1,0,26,0.5,0,1,0,0,0,0,0,0,0,0,1,0,26,57,,26,57,0,3,3,0,0,1,0,0,0,0,0
2019,4,JAX,REG,DEN,19,33,213,2,0,5,-27,5,0,358,87,12,3.07527083142683,-1.06147639453411,0,38,269,0,38,0,11,9.5738880745905,0,19,32,213,2,19,0,358,87,12,11.9828113951536,0,0,27,2,22,0,0,0,0,0,3,1,31,4,0,0,0,0,1,1,0,0,0,12,104,5,2,5,0,0,4,4,0,0,40,1,0,1,2,1,0,0,0,0,0,0,0,0,25;40;34;33,,,132,0,0,2,2,0,0,1,1,1,0,0,33
2019,4,KC,REG,DET,24,42,315,0,0,0,0,0,0,502,161,16,9.03345108290446,-1.92143282829187,0,25,123,3,25,1,8,4.08192971220706,0,24,39,315,0,24,1,502,161,16,4.29840886480065,0,0,54,0,16,6,34,2,4,30,6,0,0,8,0,1,0,0,1,1,2,2,1,7,51,4,2,3,6,142,2,3,1,0,44,0.666666666666667,0,1,0,1,0,0,0,0,1,0,0,0,23;44,36,,67,36,0,4,4,0,0,1,0,0,0,0,0
2019,4,LA,REG,TB,45,68,517,2,3,2,-27,2,1,472,231,27,-2.88101656955254,-1.89624770599253,0,11,28,2,11,0,3,-1.56009448744589,0,45,68,517,2,45,0,472,231,27,7.93338427174352,0,0,35,8,38,5,14,0,2,9,5,1,32,5,1,0,0,0,0,0,0,0,0,13,106,6,0,0,1,22,2,2,0,0,58,1,0,0,0,1,1,0,0,0,0,0,0,0,58;44,,,102,0,0,4,4,0,0,1,0,0,0,0,0
2019,4,LAC,REG,MIA,25,31,317,2,0,1,-6,1,0,244,139,16,21.528239720765,16.625924607118,0,33,79,1,33,0,8,-6.47277576930355,0,25,30,317,2,25,0,244,139,16,22.8080341449552,0,0,37,1,13,6,19,2,5,19,8,1,0,1,0,0,0,0,1,2,0,0,0,10,89,5,1,1,1,12,3,3,0,0,51,1,0,0,0,2,1,0,0,0,0,0,0,0,44;45;51,,,140,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,LV,REG,IND,21,31,189,2,0,1,0,1,0,176,102,11,7.45498667055911,3.97584342530796,0,32,188,1,32,1,11,0.719970212492626,0,21,28,189,2,21,0,176,102,11,10.2576060351956,0,0,42,5,7,4,9,1,0,0,3,1,30,10,1,0,0,0,0,1,1,1,0,11,80,5,2,4,2,33,1,1,0,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,26,,,26,0,0,4,4,0,0,1,0,0,0,0,0
2019,4,MIA,REG,LAC,17,24,180,1,1,5,-19,5,0,152,99,9,-4.72217990272277,1.16838353375594,0,18,72,0,18,0,3,-1.23097197135212,0,17,24,180,1,17,0,152,99,9,1.72996281372087,0,0,42,1,23,3,8,0,1,6,3,0,0,3,0,0,0,0,2,2,0,0,0,5,53,4,0,0,5,112,1,3,2,0,30,0.333333333333333,0,0,1,0,0,0,0,0,0,0,2,0,30,50;52,,30,102,0,1,1,0,0,1,0,0,0,0,0
2019,4,MIN,REG,CHI,27,36,233,0,0,6,-51,6,1,203,110,9,-10.0962200400971,3.06301866258894,0,16,40,1,16,0,4,-0.794654952478595,0,27,35,233,0,27,1,203,110,9,1.78437221214711,0,0,53,0,10,5,17,0,1,7,4,0,0,3,0,0,0,0,1,1,0,0,0,7,55,4,4,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0
2019,4,NE,REG,BUF,18,39,150,0,1,0,0,0,0,289,90,6,-15.8617641881545,-12.7356064670226,0,23,74,1,23,0,5,-0.468355098215397,0,18,34,150,0,18,0,289,90,6,-10.6810474668135,0,1,49,7,11,6,41,2,5,40,6,4,50,6,0,0,0,11,0,0,0,0,0,8,58,2,0,0,2,43,1,1,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,1,2,1,0,0.5,0,0,0,0,0
2019,4,NO,REG,DAL,23,30,193,0,1,5,-44,0,0,195,82,6,-7.74818924689461,3.2350899775823,0,27,117,0,0,0,10,-0.80047478597566,0,23,30,193,0,0,0,195,82,6,1.06560213835236,0,0,33,2,18,2,13,2,1,11,7,1,1,4,0,0,0,0,0,0,2,2,0,9,80,4,1,23,1,29,4,4,0,0,42,1,1,1,0,2,0,0,0,0,0,0,0,0,40;42;19;26,,,127,0,0,0,0,0,0,,0,0,0,0,0
2019,4,NYG,REG,WAS,23,31,225,1,2,0,0,0,0,167,161,13,6.41395817243028,2.42533808754336,0,37,164,1,37,2,7,-10.1323573323607,0,23,31,225,1,23,0,167,161,13,6.41395817243028,0,0,24,3,31,1,2,0,3,23,8,4,49,8,1,2,0,0,2,2,0,0,0,5,45,3,4,8,0,0,1,1,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,PHI,REG,GB,16,27,160,3,0,0,0,0,0,184,82,12,7.44463564229966,-3.46090186525274,0,33,176,2,0,0,10,9.74352089801687,0,16,27,160,3,0,0,184,82,12,7.44463564229966,0,0,45,1,19,3,8,1,1,8,2,1,22,7,0,0,0,0,0,0,1,1,0,9,93,2,0,0,2,77,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1,0,0,0,0,0
2019,4,PIT,REG,CIN,27,31,260,2,0,0,0,0,0,80,209,12,17.0982039825758,13.9930550257365,0,25,66,1,25,0,5,-10.4376079190564,0,27,30,260,2,27,1,80,209,12,13.3967755489284,0,0,35,10,20,9,48,2,8,69,12,1,0,6,0,0,0,0,0,0,1,1,0,4,37,3,0,0,0,0,2,2,0,0,49,1,0,1,0,1,0,0,0,0,0,0,0,0,29;49,,,78,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,SEA,REG,ARI,22,28,240,1,0,4,-15,4,0,213,93,10,4.52207954137143,16.6597712922979,0,27,115,1,27,0,9,4.70651867683046,0,22,27,240,1,22,0,213,93,10,12.240638373676,0,0,32,5,27,4,35,0,4,35,5,1,27,2,1,0,0,0,3,3,0,0,0,7,65,3,2,-3,1,21,2,2,0,0,33,1,0,1,1,0,0,0,0,0,0,0,0,0,33;24,,,57,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,TB,REG,LA,28,41,385,4,1,2,-9,0,0,393,169,22,23.5941034605472,5.91161593794823,0,30,88,2,0,0,4,-3.00226023353753,0,28,40,385,4,0,0,393,169,22,27.0741084063171,0,0,38,6,16,4,14,1,2,27,9,3,41,10,0,0,0,0,0,0,1,1,1,12,99,3,0,0,2,34,2,2,0,0,58,1,0,1,0,0,1,0,0,0,0,0,0,0,58;21,,,79,0,0,7,7,0,0,1,0,0,0,0,0
2019,4,TEN,REG,ATL,18,27,227,3,0,0,0,0,0,131,125,11,7.97027287115342,8.72713679617102,0,34,138,0,34,0,8,-4.46231626503868,0,18,22,227,3,18,0,131,125,11,12.8643352274201,0,0,41,3,31,5,19,1,5,33,12,0,0,4,0,0,0,0,1,1,1,1,0,5,77,2,1,2,0,0,1,1,0,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,45,,,45,0,0,3,3,0,0,1,0,0,0,0,0
2019,4,WAS,REG,NYG,15,28,144,0,4,3,-23,0,0,256,88,6,-22.1449477818012,-7.41643882714785,0,17,55,0,0,0,4,-4.20810453145532,0,15,26,144,0,0,0,256,88,6,-15.2765968594383,0,0,41,0,44,0,0,2,0,0,4,2,6,3,0,0,0,0,0,0,2,2,0,12,58,3,1,6,2,37,1,1,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,21,,,21,0,0,0,0,0,0,,0,0,0,0,0
2019,5,ARI,REG,CIN,20,32,253,0,0,1,-5,0,0,309,71,13,9.40005762217384,3.02355318300186,0,38,266,2,0,0,12,9.72408903878493,0,20,31,253,0,0,0,309,71,13,11.1918182551759,0,0,41,0,26,2,2,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,12,96,4,2,24,2,52,4,5,1,0,31,0.8,0,3,1,0,0,0,0,0,1,0,0,0,23;20;22;31,37,,96,37,0,2,2,0,0,1,1,1,0,0,31
2019,5,ATL,REG,HOU,32,46,330,3,1,2,-14,2,0,366,135,14,6.45035165156038,4.28029888055541,1,20,57,1,20,0,5,-0.736504657834303,0,32,44,330,3,32,0,366,135,14,11.5726887724948,1,0,42,7,31,3,19,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,7,63,4,0,0,4,64,1,1,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,3,3,0,0,1,0,0,0,0,0
2019,5,BAL,REG,PIT,19,28,161,1,3,5,-22,5,0,216,64,8,-7.09698907293207,1.00244326250894,0,40,138,1,40,0,11,0.73135168888664,0,19,28,161,1,19,0,216,64,8,-2.12576165849171,0,0,32,6,16,4,22,2,1,11,3,1,1,3,0,0,0,0,1,1,1,1,0,11,92,3,1,2,1,46,4,4,0,0,48,1,0,2,0,2,0,0,0,0,0,0,0,0,27;26;48;46,,,147,0,0,2,2,0,0,1,1,1,0,0,46
2019,5,BUF,REG,TEN,23,32,219,2,1,4,-15,0,0,139,129,12,-3.87068849784555,6.82924944778968,0,27,109,0,0,0,6,-4.76906086580129,0,23,29,219,2,0,0,139,129,12,3.79576341062784,0,0,31,5,23,7,39,0,5,33,8,0,0,5,0,0,0,0,0,0,0,0,0,11,78,1,2,2,1,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1,0,0,0,0,0
2019,5,CAR,REG,JAX,17,31,181,1,0,3,-21,3,0,180,112,10,0.13094078083318,-7.09319221121924,0,27,285,3,27,0,9,11.1352360434248,0,17,28,181,1,17,0,180,112,10,6.11333537093392,0,0,41,0,32,2,2,2,2,16,2,0,0,9,0,0,0,0,1,1,3,3,1,8,70,2,1,3,2,39,0,2,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,,46,56,0,46,56,4,5,1,0,0.8,0,0,0,0,0
2019,5,CHI,REG,LV,22,30,231,2,2,4,-37,0,0,215,96,12,2.89568361730198,6.33975078662236,0,17,42,1,0,0,1,-3.5203931783326,0,22,30,231,2,0,0,215,96,12,6.76720116709475,0,0,63,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,10,75,4,2,72,3,93,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1,0,0,0,0,0
2019,5,CIN,REG,ARI,27,38,262,2,0,1,0,1,0,251,114,12,9.41870234601716,4.99496016953443,0,23,108,0,23,0,6,-3.34019743476529,0,27,37,262,2,27,0,251,114,12,11.4296501359676,0,0,44,0,34,2,7,0,1,5,3,0,0,4,0,0,0,0,1,1,0,0,0,7,60,4,2,9,3,97,3,3,0,0,48,1,0,2,0,1,0,0,0,0,0,0,0,0,23;48;23,,,94,0,0,2,2,0,0,1,0,0,0,0,0
2019,5,CLE,REG,SF,9,24,120,0,2,4,-42,4,1,247,49,6,-22.9192921351382,-18.5475860129703,0,18,102,0,18,0,3,-0.748957896488719,0,9,22,120,0,9,0,247,49,6,-11.3367201480755,0,0,50,2,14,8,31,0,2,10,4,0,0,4,0,1,0,27,1,1,0,0,0,7,55,3,1,-6,3,64,1,1,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,0,0,0,0,,0,0,0,0,0
2019,5,DAL,REG,GB,27,44,463,2,3,3,-22,3,0,518,133,19,1.72051591456157,0.656499039559135,0,21,122,1,21,0,10,2.23576483511715,0,27,42,463,2,27,0,518,133,19,9.25029220904444,0,0,38,0,22,5,38,0,2,23,5,0,0,3,0,0,0,0,1,1,0,0,0,11,124,6,3,18,3,73,1,3,2,0,36,0.333333333333333,0,0,1,0,0,0,0,0,1,0,1,0,36,54;33,,36,87,0,3,3,0,0,1,0,0,0,0,0
2019,5,DEN,REG,LAC,14,20,182,1,1,3,-23,3,1,133,96,6,-5.34996222630484,7.06588986672853,0,32,191,1,32,0,8,4.91428864366936,0,14,19,182,1,14,0,133,96,6,3.50563761715479,0,0,45,1,15,3,8,1,0,0,3,2,17,6,0,1,0,0,2,2,0,0,0,12,122,5,4,22,0,0,2,3,1,0,46,0.666666666666667,0,0,0,2,0,0,0,0,0,0,1,0,40;46,54,,86,54,0,2,2,0,0,1,0,0,0,0,0
2019,5,GB,REG,DAL,22,34,238,0,0,2,-23,0,0,247,157,9,2.17162546571336,2.2718959277676,0,29,120,4,0,0,11,5.09880061980221,0,22,31,238,0,0,0,247,157,9,7.96441934101159,0,0,45,0,14,4,24,1,3,22,8,3,59,7,0,0,0,0,0,0,0,0,0,9,78,4,0,0,1,23,2,2,0,0,38,1,0,1,1,0,0,0,0,0,0,0,0,0,20;38,,,58,0,0,4,4,0,0,1,0,0,0,0,0
2019,5,HOU,REG,ATL,28,33,426,5,0,0,0,0,0,286,204,18,32.1970299929145,17.8581039110819,0,34,166,1,34,0,12,1.37040181923658,0,28,33,426,5,28,0,286,204,18,32.1970299929145,0,0,34,8,30,4,17,1,2,14,8,1,79,4,1,1,0,0,3,3,0,0,0,9,89,3,4,22,1,22,2,2,0,0,50,1,0,1,0,0,1,0,0,0,0,0,0,0,50;26,,,76,0,0,5,7,2,0,0.714285714285714,0,0,0,0,0
2019,5,IND,REG,KC,18,29,151,0,1,0,0,0,0,148,106,7,-6.28482917891218,-1.32356538222386,0,45,180,1,0,0,13,5.55795145369985,0,18,26,151,0,0,0,148,106,7,-4.77908767770816,0,0,37,0,10,5,30,1,4,33,8,0,0,2,0,0,0,0,0,0,1,1,0,7,50,5,0,0,2,48,4,4,0,0,32,1,0,1,3,0,0,0,0,0,0,0,0,0,32;32;31;29,,,124,0,0,1,1,0,0,1,0,0,0,0,0
2019,5,JAX,REG,CAR,26,44,374,2,0,2,-16,2,2,432,173,18,-0.375944834144243,0.243588723242283,0,31,149,1,31,1,9,-2.25223058278789,0,26,40,374,2,26,0,432,173,18,18.1169971475611,0,0,34,0,30,5,27,1,3,21,5,0,0,5,0,0,0,0,0,0,0,0,0,9,84,5,3,17,0,0,2,2,0,0,38,1,0,0,2,0,0,0,0,0,0,0,0,0,35;38,,,73,0,0,3,3,0,0,1,0,0,0,0,0
2019,5,KC,REG,IND,22,39,321,1,0,4,-33,4,0,463,109,12,3.29196454698995,-3.63301207890382,0,14,36,0,14,0,3,-3.76729527110001,0,22,37,321,1,22,1,463,109,12,5.02550888949156,0,0,47,0,28,4,16,0,0,0,3,1,30,2,0,0,0,0,0,0,0,0,0,11,125,3,2,1,1,22,2,2,0,0,36,1,0,1,1,0,0,0,0,0,0,0,0,0,29;36,,,65,0,0,1,1,0,0,1,0,0,0,0,0
2019,5,LA,REG,SEA,29,49,395,1,1,0,0,0,0,411,197,18,14.9500294254186,-6.78258380111383,0,18,82,2,18,1,5,-4.05432463971362,0,29,49,395,1,29,0,411,197,18,14.9500294254186,0,0,39,7,31,2,14,1,1,6,5,0,0,1,0,0,0,0,0,0,1,1,0,6,45,5,2,16,0,0,3,4,1,0,47,0.75,0,0,2,1,0,0,0,0,0,1,0,0,47;32;36,44,,115,44,0,2,2,0,0,1,0,1,1,0,44
2019,5,LAC,REG,DEN,32,48,211,0,2,0,0,0,0,212,130,15,-16.3902583113488,-1.11869884573895,0,16,35,0,16,0,0,-7.69624075031607,0,32,46,211,0,32,1,212,130,15,-13.6419233070423,0,1,40,2,22,4,18,2,3,23,6,1,0,4,0,0,0,0,0,0,1,1,0,4,43,4,2,69,3,65,2,3,0,1,45,0.666666666666667,0,0,1,1,0,0,0,0,0,0,0,0,45;32,,48,77,0,48,1,1,0,0,1,0,0,0,0,0
2019,5,LV,REG,CHI,25,32,229,0,0,0,0,0,0,99,151,10,7.17575553135931,8.40975681940715,0,39,169,3,39,1,15,2.26949492032873,0,25,30,229,0,25,1,99,151,10,3.16787504067862,0,0,45,0,2,6,39,0,4,37,6,2,14,3,0,0,0,0,0,1,0,0,0,6,69,5,1,13,1,52,1,1,0,0,41,1,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,3,3,0,0,1,0,0,0,0,0
2019,5,MIN,REG,NYG,22,27,306,2,0,3,-27,3,0,217,195,14,20.1589235907158,23.4391243507465,0,34,211,0,34,1,7,-3.90299644616425,0,22,24,306,2,22,0,217,195,14,25.8223199730915,0,0,40,0,16,7,40,0,4,35,8,1,2,11,0,0,1,0,2,3,0,0,0,12,112,4,1,15,2,42,4,4,0,0,48,1,0,0,2,2,0,0,0,0,0,0,0,0,31;48;32;45,,,156,0,0,2,2,0,0,1,0,0,0,0,0
2019,5,NE,REG,WAS,28,43,348,3,1,4,-36,0,0,319,151,16,12.2419004663986,2.38038972020149,0,27,130,1,0,0,6,-2.3808859247365,0,28,40,348,3,0,0,319,151,16,21.8019389441255,0,0,31,8,16,7,30,2,6,42,9,1,16,4,0,0,0,0,0,0,1,1,0,7,55,2,3,49,0,0,2,2,0,0,37,1,0,1,1,0,0,0,0,0,0,0,0,0,37;23,,,60,0,0,3,4,1,0,0.75,0,0,0,0,0
2019,5,NO,REG,TB,28,36,345,4,1,0,0,0,0,260,139,18,11.8925753968405,11.1113507081481,0,31,112,0,31,0,5,-3.44264924462186,0,28,34,345,4,28,0,260,139,18,14.0264545999571,0,0,38,2,8,8,51,1,6,46,9,0,0,5,0,1,0,0,1,1,0,0,0,6,40,4,3,8,0,0,1,1,0,0,29,1,0,1,0,0,0,0,0,0,0,0,0,0,29,,,29,0,0,4,4,0,0,1,0,0,0,0,0
2019,5,NYG,REG,MIN,21,38,182,1,1,4,-35,0,0,390,84,8,-10.8379369371096,-5.14489577876197,0,20,64,0,0,0,5,-1.74963677063352,0,21,36,182,1,0,0,390,84,8,-3.73763629479707,0,0,45,1,29,8,33,2,3,27,3,0,0,2,0,0,0,0,0,0,1,1,0,5,45,6,1,17,2,76,1,1,0,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,32,,,32,0,0,1,1,0,0,1,0,0,0,0,0
2019,5,NYJ,REG,PHI,15,26,120,0,2,10,-59,10,1,135,82,5,-34.9761031385752,-7.54887104034424,0,19,67,1,19,0,3,-2.87586760777049,0,15,25,120,0,15,0,135,82,5,-13.2858068580863,0,0,40,3,17,3,11,1,1,8,6,0,0,2,0,0,0,0,1,1,1,1,0,9,52,1,2,12,2,46,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,55,,0,55,0,0,0,0,0,,0,0,0,0,0
2019,5,PHI,REG,NYJ,17,29,189,1,0,1,-8,1,0,216,73,9,-0.0207817152338694,-2.83455920440179,0,29,84,1,29,0,6,-7.40179666253971,0,17,28,189,1,17,0,216,73,9,2.15396500605059,0,0,36,1,25,10,57,2,10,59,16,2,74,5,1,1,0,0,1,1,1,1,1,9,76,2,6,35,1,24,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,4,4,0,0,1,0,0,0,0,0
2019,5,PIT,REG,BAL,21,31,203,1,1,1,-11,1,0,268,82,9,-0.318044848253104,0.406032502651215,0,19,77,1,19,0,3,-0.178606734261848,0,21,30,203,1,21,1,268,82,9,-4.54404248282039,0,0,50,11,19,8,27,0,5,22,6,3,11,8,0,0,0,0,0,0,0,0,0,11,76,3,1,13,3,42,3,3,0,0,41,1,0,1,1,1,0,0,0,0,0,0,0,0,41;29;33,,,103,0,0,2,2,0,0,1,0,0,0,0,0
2019,5,SEA,REG,LA,17,23,268,4,0,1,-6,1,0,253,78,12,17.1942848422973,21.581130000678,0,43,167,0,43,0,10,-1.91224749390734,0,17,22,268,4,17,1,253,78,12,14.7384545880546,0,0,34,3,19,1,5,1,0,0,5,1,0,7,0,0,0,0,0,0,1,1,0,5,45,3,1,0,1,33,1,2,1,0,42,0.5,0,0,0,1,0,0,0,0,0,1,0,0,42,48,,42,48,0,3,3,0,0,1,0,0,0,0,0
